the_geom,OBJECTID,TREE_ID,ADDRESS,SPECIES,COM_NAME,DBH,HEIGHT,CONDITION,LAND_TYPE,PARK_NAME,X,Y
POINT (-97.73178172512321 30.275224029958476),1277,2804,1500 N IH 35 SVRD SB,Quercus virginiana,Southern Live Oak,19,27,Fair,ROW,,3117730.09233,10073436.9636
POINT (-97.73173272335957 30.275318782805414),1278,2805,1500 N IH 35 SVRD SB,Quercus virginiana,Southern Live Oak,19,27,Fair,ROW,,3117744.75044,10073471.7765
POINT (-97.73664748106002 30.27626033666303),1296,2823,300 E 15TH ST,Quercus fusiformis,Escarpment Live Oak,23,24,Fair,ROW,,3116185.76045,10073777.871
POINT (-97.73581878968758 30.27601821369244),1297,2824,400 E 15TH ST,Platanus occidentalis,American Sycamore,20,32,Fair,ROW,,3116449.3321,10073695.944
POINT (-97.73413817394942 30.275559724842452),1298,2825,500 E 15TH ST,Quercus virginiana,Southern Live Oak,13,24,Fair,ROW,,3116983.59219,10073541.6323
POINT (-97.73405237449866 30.27554193720691),1299,2826,500 E 15TH ST,Quercus virginiana,Southern Live Oak,11,25,Fair,ROW,,3117010.81982,10073535.7977
POINT (-97.73394824043723 30.275518429403935),1300,2827,500 E 15TH ST,Quercus virginiana,Southern Live Oak,11,25,Fair,ROW,,3117043.88209,10073528.0185
POINT (-97.73386272898047 30.275489949298727),1301,2828,500 E 15TH ST,Quercus virginiana,Southern Live Oak,11,25,Fair,ROW,,3117071.10973,10073518.2941
POINT (-97.73377736255472 30.275456123888286),1302,2829,600 E 15TH ST,Quercus virginiana,Southern Live Oak,14,25,Fair,ROW,,3117098.33703,10073506.6252
POINT (-97.73367967611384 30.275422048480188),1303,2830,600 E 15TH ST,Quercus virginiana,Southern Live Oak,12,25,Fair,ROW,,3117129.45443,10073494.9562
POINT (-97.73350822161383 30.275381127269146),1304,2831,600 E 15TH ST,Quercus virginiana,Southern Live Oak,17,23,Poor,ROW,,3117183.9097,10073481.3424
POINT (-97.73341010338585 30.275363090168298),1305,2832,600 E 15TH ST,Quercus virginiana,Southern Live Oak,11,25,Fair,ROW,,3117215.02709,10073475.5081
POINT (-97.73333060774695 30.27534008085207),1306,2833,600 E 15TH ST,Quercus virginiana,Southern Live Oak,20,25,Fair,ROW,,3117240.30985,10073467.7286
POINT (-97.73323263462862 30.275316697465808),1307,2834,600 E 15TH ST,Quercus virginiana,Southern Live Oak,11,25,Fair,ROW,,3117271.42691,10073459.9494
POINT (-97.73315357104624 30.275277650430223),1308,2835,600 E 15TH ST,Quercus virginiana,Southern Live Oak,15,25,Fair,ROW,,3117296.70967,10073446.3356
POINT (-97.7330617565259 30.275254390975824),1309,2836,600 E 15TH ST,Quercus virginiana,Southern Live Oak,23,27,Fair,ROW,,3117325.88218,10073438.5561
POINT (-97.73295131949975 30.275236103543556),1310,2837,600 E 15TH ST,Quercus virginiana,Southern Live Oak,14,27,Fair,ROW,,3117360.88933,10073432.7218
POINT (-97.73285305856987 30.275223411305795),1311,2838,600 E 15TH ST,Quercus virginiana,Southern Live Oak,18,27,Fair,ROW,,3117392.00639,10073428.832
POINT (-97.73277370717543 30.275195056376162),1312,2839,600 E 15TH ST,Quercus virginiana,Southern Live Oak,18,27,Fair,ROW,,3117417.28915,10073419.108
POINT (-97.7325780475601 30.275137595394394),1313,2840,600 E 15TH ST,Quercus virginiana,Southern Live Oak,14,27,Fair,ROW,,3117479.52394,10073399.6595
POINT (-97.73249884035303 30.27510389412506),1314,2841,600 E 15TH ST,Quercus virginiana,Southern Live Oak,17,27,Fair,ROW,,3117504.80669,10073387.9906
POINT (-97.73240702717037 30.275080635124898),1315,2842,600 E 15TH ST,Quercus virginiana,Southern Live Oak,12,27,Fair,ROW,,3117533.97888,10073380.2114
POINT (-97.73224216441929 30.275023798712724),1316,2843,600 E 15TH ST,Quercus virginiana,Southern Live Oak,20,27,Fair,ROW,,3117586.4896,10073360.7629
POINT (-97.73214447999665 30.274989722156587),1317,2844,600 E 15TH ST,Quercus virginiana,Southern Live Oak,25,27,Fair,ROW,,3117617.60667,10073349.094
POINT (-97.7373583612689 30.272918430333586),1318,2845,300 E 12TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,Fair,ROW,,3115989.78413,10072557.5483
POINT (-97.73769453060584 30.27302152124164),1319,2846,300 E 12TH ST,Quercus virginiana,Southern Live Oak,13,27,Fair,ROW,,3115882.81847,10072592.5552
POINT (-97.73781642126947 30.273072131135397),1320,2847,300 E 12TH ST,Quercus virginiana,Southern Live Oak,11,27,Fair,ROW,,3115843.92189,10072610.0587
POINT (-97.73677142083483 30.272802233583988),1321,2855,400 E 12TH ST,Pistacia chinensis,Chinese Pistache,8,27,Fair,ROW,,3116176.00161,10072519.6242
POINT (-97.73673260832844 30.272755980750333),1322,2856,400 E 12TH ST,Quercus virginiana,Southern Live Oak,10,27,Fair,ROW,,3116188.64299,10072503.0931
POINT (-97.73666535978062 30.272735897100393),1323,2857,400 E 12TH ST,Pistacia chinensis,Chinese Pistache,7,27,Fair,ROW,,3116210.03632,10072496.2863
POINT (-97.73659402603342 30.27275317243613),1324,2858,400 E 12TH ST,Pistacia chinensis,Chinese Pistache,8,27,Fair,ROW,,3116232.40176,10072503.0931
POINT (-97.73590951850368 30.27254138811256),1325,2859,500 E 12TH ST,Quercus fusiformis,Escarpment Live Oak,16,32,Fair,ROW,,3116450.22252,10072431.1346
POINT (-97.73570999155827 30.27251327254272),1326,2860,500 E 12TH ST,Melia azedarach,Chinaberry,24,33,Poor,ROW,,3116513.42974,10072422.3826
POINT (-97.73544422576131 30.272427650111677),1327,2861,500 E 12TH ST,Carya illinoinensis,Pecan,25,42,Fair,ROW,,3116598.02964,10072393.2101
POINT (-97.73574246867214 30.2722224128166),1330,2869,509 E 12 ST,Quercus fusiformis,Escarpment Live Oak,19,27,Poor,Park,Waller Creek Greenbelt,3116505.65023,10072316.3894
POINT (-97.7354328825861 30.272047644763152),1331,2870,509 E 12 ST,Carya illinoinensis,Pecan,27,42,Fair,Park,Waller Creek Greenbelt,3116604.83671,10072255.1274
POINT (-97.73528628635938 30.271999206183477),1332,2871,509 E 12 ST,Carya illinoinensis,Pecan,28,42,Fair,Park,Waller Creek Greenbelt,3116651.51247,10072238.5962
POINT (-97.73510412907116 30.27166922641773),1333,2873,1101 RED RIVER ST,Quercus shumardii,Shumard Oak,23,32,Good,Park,Symphony Square,3116711.80237,10072119.9616
POINT (-97.7350627139663 30.27183420478603),1334,2874,1100 RED RIVER ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),17,32,Fair,ROW,,3116723.47131,10072180.2515
POINT (-97.73504602181521 30.271882006310076),1335,2875,1100 RED RIVER ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),16,25,Fair,ROW,,3116728.33318,10072197.7548
POINT (-97.73502280955843 30.27194304924572),1336,2876,1100 RED RIVER ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),10,18,Fair,ROW,,3116735.14025,10072220.1205
POINT (-97.73552418592662 30.27151727507889),1337,2877,509 E 12 ST,Quercus virginiana,Southern Live Oak,24,34,Fair,Park,Waller Creek Greenbelt,3116580.52639,10072061.6169
POINT (-97.73486127541815 30.271648255479963),1338,2879,1117 RED RIVER ST,Quercus virginiana,Southern Live Oak,23,34,Good,Private,,3116788.62309,10072114.1273
POINT (-97.734450303503 30.272000022420258),1339,2882,600 E 12TH ST,Quercus virginiana,Southern Live Oak,15,28,Good,ROW,,3116915.33379,10072245.0568
POINT (-97.73437364584379 30.27197629976167),1340,2883,600 E 12TH ST,Quercus virginiana,Southern Live Oak,13,28,Good,ROW,,3116939.72777,10072236.9968
POINT (-97.73427707233562 30.27194541544954),1341,2884,600 E 12TH ST,Quercus virginiana,Southern Live Oak,17,28,Good,ROW,,3116970.46787,10072226.4798
POINT (-97.73418037539521 30.271920971289664),1342,2885,600 E 12TH ST,Quercus virginiana,Southern Live Oak,14,28,Good,ROW,,3117001.19222,10072218.3053
POINT (-97.73805021455684 30.27314372829997),1343,2890,300 E 12TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3115769.53228,10072634.3691
POINT (-97.73793713154672 30.273109344286965),1344,2891,300 E 12TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3115805.51154,10072622.7001
POINT (-97.73755799085484 30.273000034451922),1345,2892,300 E 12TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3115926.09102,10072585.7484
POINT (-97.73745393058489 30.27297385551216),1346,2893,300 E 12TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3115959.15329,10072576.9965
POINT (-97.73693055342301 30.272842900815284),1347,2894,400 E 12TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116125.43609,10072533.238
POINT (-97.73652133825442 30.27270623304466),1348,2895,400 E 12TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116255.73964,10072486.5619
POINT (-97.73641097539553 30.272685275509954),1349,2896,400 E 12TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116290.74679,10072479.7552
POINT (-97.73628836686834 30.272661394243986),1350,2897,400 E 12TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116329.64336,10072471.9757
POINT (-97.73571679290775 30.271917002402446),1352,2899,509 E 12 ST,Quercus fusiformis,Escarpment Live Oak,33,36,Good,Park,Waller Creek Greenbelt,3116516.34673,10072205.5343
POINT (-97.73534360600719 30.272388167369055),1353,2900,500 E 12TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116630.11947,10072379.5963
POINT (-97.73522107003764 30.27236161289843),1354,2901,500 E 12TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116669.01604,10072370.8446
POINT (-97.73391808608217 30.271779663077112),1355,2903,1100 SABINE ST,Quercus virginiana,Southern Live Oak,3,7,Fair,ROW,,3117085.16908,10072168.8615
POINT (-97.73395380030763 30.271699072023495),1356,2904,1100 SABINE ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3117074.58282,10072139.2959
POINT (-97.73405080563694 30.271423207483345),1357,2905,1100 SABINE ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3117046.31286,10072038.2787
POINT (-97.73400078004197 30.271568032094635),1358,2906,1100 SABINE ST,Quercus virginiana,Southern Live Oak,3,7,Fair,ROW,,3117060.86992,10072091.3045
POINT (-97.73406730511607 30.271849264958632),1359,2907,1100 SABINE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3117037.48545,10072193.0674
POINT (-97.73414365469976 30.2716644906651),1360,2908,1100 SABINE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3117014.96023,10072125.3222
POINT (-97.73418306877092 30.271568408281585),1361,2909,1100 SABINE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3117003.33788,10072090.0969
POINT (-97.73421971490848 30.271469100714672),1362,2910,1100 SABINE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116992.61645,10072053.7193
POINT (-97.73496158401957 30.27144167962839),1365,2915,1101 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,20,35,Good,Park,Symphony Square,3116758.72124,10072038.2787
POINT (-97.73449472472522 30.272320747138348),1366,2916,600 E 12TH ST,Quercus fusiformis,Escarpment Live Oak,27,35,Fair,ROW,,3116898.59006,10072361.3417
POINT (-97.7344011863919 30.27229484586434),1367,2917,600 E 12TH ST,Quercus fusiformis,Escarpment Live Oak,27,35,Poor,ROW,,3116928.32983,10072352.614
POINT (-97.73396810420145 30.27223457169964),1368,2918,1200 SABINE ST,Quercus virginiana,Southern Live Oak,18,26,Fair,ROW,,3117065.5182,10072333.893
POINT (-97.73394811585278 30.272290329864173),1369,2919,1200 SABINE ST,Quercus virginiana,Southern Live Oak,11,18,Fair,ROW,,3117071.35251,10072354.3135
POINT (-97.73386329531483 30.27246512465235),1370,2920,1200 SABINE ST,Quercus virginiana,Southern Live Oak,14,18,Fair,ROW,,3117096.63559,10072418.4928
POINT (-97.73384015518812 30.27252349431215),1371,2921,1200 SABINE ST,Quercus virginiana,Southern Live Oak,15,18,Fair,ROW,,3117103.44234,10072439.8862
POINT (-97.7427634694321 30.273315109268403),1372,3222,1100 COLORADO ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),10,15,Fair,ROW,,3114280.63827,10072662.0045
POINT (-97.74274413226624 30.273373204502608),1373,3223,1100 COLORADO ST,Sophora secundiflora,Texas Mountain Laurel,8,2,Fair,ROW,,3114286.24883,10072683.2695
POINT (-97.74275123901141 30.273390945645065),1374,3224,1100 COLORADO ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),9,15,Fair,ROW,,3114283.85579,10072689.6678
POINT (-97.74275676483035 30.273406932255682),1375,3225,1100 COLORADO ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),12,15,Fair,ROW,,3114281.97653,10072695.4398
POINT (-97.74275477338861 30.27359569704795),1376,3226,1100 COLORADO ST,Quercus shumardii,Shumard Oak,7,15,Fair,ROW,,3114281.00638,10072764.0876
POINT (-97.74270934841167 30.273739987111085),1377,3227,1100 COLORADO ST,Ulmus parvifolia,Chinese Elm,15,15,Fair,ROW,,3114294.11987,10072816.8841
POINT (-97.74269693739491 30.27377304072151),1378,3228,1100 COLORADO ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),6,15,Fair,ROW,,3114297.75668,10072828.9933
POINT (-97.74267146627014 30.273945615641125),1379,3229,1100 COLORADO ST,Quercus fusiformis,Escarpment Live Oak,18,26,Good,ROW,,3114304.33344,10072891.9273
POINT (-97.74262298411944 30.274056219917625),1380,3230,1100 COLORADO ST,Quercus fusiformis,Escarpment Live Oak,16,26,Good,ROW,,3114318.69692,10072932.4984
POINT (-97.74255678651112 30.27419167111371),1385,3235,1100 COLORADO ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),9,6,Fair,ROW,,3114338.44065,10072982.2338
POINT (-97.74260289177444 30.274301813687075),1386,3236,200 W 12TH ST,Ulmus crassifolia,Cedar Elm,15,28,Fair,ROW,,3114322.95774,10073021.9418
POINT (-97.74267289378969 30.274324399701996),1387,3237,200 W 12TH ST,Ulmus crassifolia,Cedar Elm,12,28,Fair,ROW,,3114300.67498,10073029.6393
POINT (-97.74274617883633 30.274340093191608),1388,3238,200 W 12TH ST,Ulmus crassifolia,Cedar Elm,11,28,Fair,ROW,,3114277.41453,10073034.8066
POINT (-97.74279879217289 30.274357612857415),1389,3239,200 W 12TH ST,Ulmus crassifolia,Cedar Elm,15,28,Fair,ROW,,3114260.66226,10073040.7898
POINT (-97.74286277479105 30.27437536143917),1390,3240,200 W 12TH ST,Ulmus crassifolia,Cedar Elm,12,28,Fair,ROW,,3114240.32011,10073046.7728
POINT (-97.74293252122246 30.27439240537509),1391,3241,200 W 12TH ST,Ulmus crassifolia,Cedar Elm,13,28,Fair,ROW,,3114218.16497,10073052.4571
POINT (-97.74255582578151 30.274404691853256),1392,3242,200 W 12TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114336.93967,10073059.6933
POINT (-97.74261431672092 30.274422147254125),1393,3243,200 W 12TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114318.33308,10073065.61
POINT (-97.74278355549848 30.274479225620063),1394,3244,200 W 12TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114264.4408,10073085.1191
POINT (-97.74287345296247 30.27450005894426),1395,3245,200 W 12TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114235.89427,10073092.0332
POINT (-97.74225870333781 30.274990597849076),1405,3255,1200 COLORADO ST,Quercus virginiana,Southern Live Oak,16,26,Good,ROW,,3114425.74363,10073274.9078
POINT (-97.74220613581186 30.27510831827053),1406,3256,1200 COLORADO ST,Quercus virginiana,Southern Live Oak,15,26,Fair,ROW,,3114441.33579,10073318.0964
POINT (-97.74215791713094 30.275213596694396),1407,3257,1200 COLORADO ST,Quercus virginiana,Southern Live Oak,10,26,Fair,ROW,,3114455.66089,10073356.7292
POINT (-97.74214924820741 30.275243441407966),1408,3258,1200 COLORADO ST,Quercus virginiana,Southern Live Oak,14,26,Fair,ROW,,3114458.14382,10073367.6442
POINT (-97.74210876767064 30.275344135387506),1409,3259,1200 COLORADO ST,Quercus virginiana,Southern Live Oak,9,26,Fair,ROW,,3114470.06572,10073404.5532
POINT (-97.7420918430516 30.27540961356715),1410,3260,1200 COLORADO ST,Quercus virginiana,Southern Live Oak,11,26,Fair,ROW,,3114474.85212,10073428.4849
POINT (-97.74327266289329 30.27360604970084),1411,3263,1100 LAVACA ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114117.48014,10072764.0453
POINT (-97.74323001848089 30.273743756707137),1412,3264,1100 LAVACA ST,Quercus shumardii,Shumard Oak,16,28,Good,ROW,,3114129.77211,10072814.4278
POINT (-97.74318919587908 30.27385920276628),1413,3265,1100 LAVACA ST,Pyrus calleryana,Ornamental Pear,10,18,Good,ROW,,3114141.67759,10072856.7029
POINT (-97.74317654321437 30.273900377121446),1414,3266,1100 LAVACA ST,Pyrus calleryana,Ornamental Pear,14,18,Good,ROW,,3114145.32194,10072871.7665
POINT (-97.73850252885221 30.256065731829153),1415,3269,40 EAST AVE,Quercus fusiformis,Escarpment Live Oak,42,35,Excellent,ROW,,3115771.65563,10066421.6334
POINT (-97.73894994470001 30.276633182499545),1416,20318,100 E 15TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),6,9,Fair,ROW,,3115455.99419,10073896.4778
POINT (-97.73889441047272 30.276620149028595),1417,20319,100 E 15TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),6,9,Fair,ROW,,3115473.62998,10073892.1477
POINT (-97.73889286937691 30.27663029715288),1418,20320,100 E 15TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),6,9,Fair,ROW,,3115474.03024,10073895.8488
POINT (-97.73868139227326 30.276560320282474),1419,20321,100 E 15TH ST,Quercus fusiformis,Escarpment Live Oak,26,35,Fair,ROW,,3115541.36082,10073871.9627
POINT (-97.73836234573719 30.276469185789892),1420,20322,100 E 15TH ST,Carya illinoinensis,Pecan,24,35,Fair,ROW,,3115642.81731,10073841.176
POINT (-97.73835921360465 30.276338261931496),1421,20323,1400 BRAZOS ST,Quercus fusiformis,Escarpment Live Oak,34,32,Fair,ROW,,3115644.91638,10073793.5964
POINT (-97.73858323464387 30.275757776244586),1422,20324,1400 BRAZOS ST,Stump,Stump,28,1,Stump,ROW,,3115579.14453,10073580.8878
POINT (-97.73979080290647 30.277108144251322),1423,20325,100 W 15TH ST,Platanus occidentalis,American Sycamore,19,36,Fair,ROW,,3115186.61284,10074062.9807
POINT (-97.7399361298028 30.277145725499896),1424,20326,100 W 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3115140.43281,10074075.5755
POINT (-97.74001312214835 30.277168451706682),1425,20327,100 W 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3115115.94336,10074083.272
POINT (-97.74008578617841 30.277187242687003),1426,20328,100 W 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3115092.85318,10074089.5696
POINT (-97.7402083846186 30.27724553171379),1427,20329,100 W 15TH ST,Quercus virginiana,Southern Live Oak,19,35,Fair,ROW,,3115053.67019,10074109.8609
POINT (-97.74046564529716 30.27732578879314),1428,20330,100 W 15TH ST,Quercus virginiana,Southern Live Oak,16,35,Fair,ROW,,3114971.8052,10074137.1489
POINT (-97.74000957437796 30.277052915281587),1429,20331,100 W 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3115118.04244,10074041.2901
POINT (-97.74007790898374 30.2770677692586),1430,20332,100 W 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3115096.35187,10074046.1881
POINT (-97.74013732863148 30.277084367486992),1431,20333,100 W 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3115077.45984,10074051.7858
POINT (-97.74019453197796 30.277100919935805),1432,20334,100 W 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3115059.26762,10074057.3833
POINT (-97.74026497967044 30.277119665062347),1433,20335,100 W 15TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3115036.87725,10074063.6805
POINT (-97.74104624730076 30.27642921160744),1434,20336,1400 COLORADO ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114796.18055,10073806.8907
POINT (-97.7410335149296 30.276490535274654),1435,20337,1400 COLORADO ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114799.6789,10073829.281
POINT (-97.73377402822565 30.272690644644605),1436,2922,1200 SABINE ST,Quercus virginiana,Southern Live Oak,15,18,Fair,ROW,,3117122.89079,10072501.1482
POINT (-97.73378784815213 30.272177424940978),1437,2923,1200 SABINE ST,Quercus macrocarpa,Bur Oak,5,15,Good,ROW,,3117122.89079,10072314.4445
POINT (-97.73375833279088 30.272243688884835),1438,2924,1200 SABINE ST,Quercus macrocarpa,Bur Oak,6,15,Good,ROW,,3117131.64241,10072338.7551
POINT (-97.73373196905499 30.2723073413142),1439,2925,1200 SABINE ST,Quercus macrocarpa,Bur Oak,5,15,Good,ROW,,3117139.4216,10072362.093
POINT (-97.73371785090976 30.272373916719538),1440,2926,1200 SABINE ST,Quercus macrocarpa,Bur Oak,5,15,Good,ROW,,3117143.31135,10072386.4033
POINT (-97.73368721788069 30.272943590621175),1441,2927,1200 SABINE ST,Quercus fusiformis,Escarpment Live Oak,32,35,Poor,ROW,,3117148.13746,10072593.7573
POINT (-97.73369116174517 30.273052084471466),1442,2928,1313 RED RIVER ST,Carya illinoinensis,Pecan,28,38,Fair,COA,,3117145.9708,10072633.1755
POINT (-97.73476085170299 30.272202509816314),1443,2930,600 E 12TH ST,Sophora secundiflora,Texas Mountain Laurel,12,12,Fair,ROW,,3116815.60761,10072316.3894
POINT (-97.73472668869861 30.272212515180016),1444,2931,600 E 12TH ST,Sophora secundiflora,Texas Mountain Laurel,9,12,Fair,ROW,,3116826.30411,10072320.2791
POINT (-97.73468715788037 30.272192991682232),1445,2932,600 E 12TH ST,Sophora secundiflora,Texas Mountain Laurel,9,12,Fair,ROW,,3116838.94549,10072313.4721
POINT (-97.73465077866612 30.272170858445463),1446,2933,600 E 12TH ST,Sophora secundiflora,Texas Mountain Laurel,9,12,Fair,ROW,,3116850.61443,10072305.6929
POINT (-97.73461024047694 30.27218875812088),1447,2934,600 E 12TH ST,Sophora secundiflora,Texas Mountain Laurel,10,12,Fair,ROW,,3116863.25581,10072312.4999
POINT (-97.73458001957863 30.27216674885637),1448,2935,600 E 12TH ST,Pistacia chinensis,Chinese Pistache,7,16,Fair,ROW,,3116872.9802,10072304.7204
POINT (-97.73452809924359 30.272149649483637),1449,2936,600 E 12TH ST,Pistacia chinensis,Chinese Pistache,10,16,Fair,ROW,,3116889.51101,10072298.8861
POINT (-97.73446679502582 30.272137707954563),1450,2937,600 E 12TH ST,Pistacia chinensis,Chinese Pistache,6,16,Fair,ROW,,3116908.95946,10072294.9964
POINT (-97.73440606754214 30.27210438263632),1451,2938,600 E 12TH ST,Quercus virginiana,Southern Live Oak,6,25,Fair,ROW,,3116928.40758,10072283.3274
POINT (-97.73433831620233 30.272103008461755),1452,2939,600 E 12TH ST,Quercus virginiana,Southern Live Oak,7,25,Fair,ROW,,3116949.80091,10072283.3274
POINT (-97.73428969048125 30.27207795127783),1453,2940,600 E 12TH ST,Quercus virginiana,Southern Live Oak,6,25,Fair,ROW,,3116965.35961,10072274.5755
POINT (-97.73330806556444 30.27183938473697),1454,2941,700 E 12TH ST,Taxodium distichum,Bald Cypress,7,23,Fair,ROW,,3117277.17854,10072195.0756
POINT (-97.73341344544588 30.27186025469855),1455,2942,700 E 12TH ST,Taxodium distichum,Bald Cypress,6,23,Fair,ROW,,3117243.74422,10072201.8863
POINT (-97.7335205120324 30.271891376027305),1456,2943,700 E 12TH ST,Taxodium distichum,Bald Cypress,7,23,Fair,ROW,,3117209.69049,10072212.4119
POINT (-97.73372135128514 30.271942766930806),1457,2944,700 E 12TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3117145.87073,10072229.6156
POINT (-97.7336803995208 30.271930544925013),1458,2945,700 E 12TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3117158.89859,10072225.4739
POINT (-97.73371037133941 30.272053597356397),1459,2946,700 E 12TH ST,Quercus virginiana,Southern Live Oak,7,18,Good,ROW,,3117148.39402,10072269.9935
POINT (-97.73348615960994 30.27200136767816),1460,2947,700 E 12TH ST,Quercus virginiana,Southern Live Oak,7,18,Good,ROW,,3117219.59696,10072252.6572
POINT (-97.7332075486237 30.2719293011116),1461,2948,700 E 12TH ST,Quercus virginiana,Southern Live Oak,7,18,Good,ROW,,3117308.13648,10072228.51
POINT (-97.73718495560382 30.273145779721965),1462,2951,1200 TRINITY ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),8,10,Fair,ROW,,3116042.5793,10072641.4878
POINT (-97.73715548941328 30.27322011054591),1463,2952,1200 TRINITY ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),10,12,Fair,ROW,,3116051.24759,10072668.7309
POINT (-97.73712727867549 30.27328424867282),1464,2953,1200 TRINITY ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),10,12,Fair,ROW,,3116059.60617,10072692.2587
POINT (-97.73710625111272 30.273336612386714),1465,2954,1200 TRINITY ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),10,12,Fair,ROW,,3116065.79776,10072711.4526
POINT (-97.73708513199135 30.273392379683866),1466,2955,1200 TRINITY ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),10,12,Fair,ROW,,3116071.98935,10072731.8846
POINT (-97.73706401282138 30.273448147879627),1467,2956,1200 TRINITY ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),10,12,Fair,ROW,,3116078.18094,10072752.317
POINT (-97.737048868205 30.273500630782166),1468,2957,1200 TRINITY ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),10,12,Fair,ROW,,3116082.51492,10072771.5108
POINT (-97.73703376934107 30.273551411889787),1469,2958,1200 TRINITY ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),10,12,Fair,ROW,,3116086.8489,10072790.0856
POINT (-97.73702067587676 30.273600530005858),1470,2959,1200 TRINITY ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),10,12,Fair,ROW,,3116090.56412,10072808.041
POINT (-97.73700553121296 30.273653012903804),1471,2960,1200 TRINITY ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),10,12,Fair,ROW,,3116094.8981,10072827.2348
POINT (-97.73698641837309 30.27370711902086),1472,2961,1200 TRINITY ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),10,12,Fair,ROW,,3116100.47059,10072847.0481
