the_geom,OBJECTID,TREE_ID,ADDRESS,SPECIES,COM_NAME,DBH,HEIGHT,CONDITION,LAND_TYPE,PARK_NAME,X,Y
POINT (-97.75017758236191 30.274116924859907),5942,24661,805 W 10 ST,Carya illinoinensis,Pecan,29,60,Fair,Private,,3111934.0698,10072899.1172
POINT (-97.75017890173497 30.273864075120805),5943,24662,900 WEST AVE,Ulmus americana,American Elm,32,60,Good,Private,,3111935.78863,10072807.1735
POINT (-97.75021057962319 30.27378321794851),5944,24663,900 WEST AVE,Quercus fusiformis,Escarpment Live Oak,38,53,Cannot Be Determined,Private,,3111926.47435,10072777.5423
POINT (-97.74869467097122 30.27376842776987),5945,24664,700 W 10TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3112404.99832,10072783.2789
POINT (-97.74863357071327 30.273753663836953),5946,24665,700 W 10TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3112424.40544,10072778.3589
POINT (-97.74854543468429 30.273726899308972),5947,24666,700 W 10TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3112452.44606,10072769.274
POINT (-97.74837391505037 30.273676505022),5948,24667,700 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112507.00107,10072752.209
POINT (-97.74808752326211 30.273378580122014),5949,24668,609 W 10 ST,Ulmus crassifolia,Cedar Elm,22,23,Poor,Private,,3112599.90017,10072645.9868
POINT (-97.74788659279466 30.273491893580918),5950,24669,609 W 10 ST,Quercus fusiformis,Escarpment Live Oak,48,38,Good,Private,,3112662.35345,10072688.6606
POINT (-97.74767246920388 30.27347161427085),5951,24670,600 W 10TH ST,Carya illinoinensis,Pecan,18,38,Good,ROW,,3112730.09938,10072682.8581
POINT (-97.74758454460067 30.27340666267137),5952,24671,605 W 10 ST,Quercus fusiformis,Escarpment Live Oak,41,38,Fair,Private,,3112758.39624,10072659.8874
POINT (-97.74615995007852 30.273209526236947),5953,24672,500 W 10TH ST,Bauhinia lunarioides,Anacacho Orchid Tree,5,8,Good,ROW,,3113209.64665,10072598.6654
POINT (-97.74620675054379 30.2732207009858),5954,24673,500 W 10TH ST,Bauhinia lunarioides,Anacacho Orchid Tree,7,8,Fair,ROW,,3113194.78251,10072602.3849
POINT (-97.74625433224259 30.27323371963291),5955,24674,500 W 10TH ST,Ilex vomitoria,Yaupon,10,23,Good,ROW,,3113179.65622,10072606.769
POINT (-97.74630655113475 30.273247919204195),5956,24675,500 W 10TH ST,Ilex vomitoria,Yaupon,6,23,Good,ROW,,3113163.05652,10072611.5486
POINT (-97.7463906083997 30.2732694632143),5957,24676,500 W 10TH ST,Ilex vomitoria,Yaupon,3,8,Fair,ROW,,3113136.34693,10072618.7648
POINT (-97.74643527429936 30.273283055468443),5958,24677,500 W 10TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113122.136,10072623.3789
POINT (-97.746509464224 30.273303845255704),5959,24678,500 W 10TH ST,Ulmus crassifolia,Cedar Elm,9,23,Good,ROW,,3113098.54681,10072630.3933
POINT (-97.74660876542714 30.273331355438195),5960,24679,500 W 10TH ST,Ulmus crassifolia,Cedar Elm,7,23,Good,ROW,,3113066.976,10072639.6669
POINT (-97.74671620808607 30.273359823946183),5961,24680,500 W 10TH ST,Ulmus crassifolia,Cedar Elm,8,23,Excellent,ROW,,3113032.82778,10072649.2293
POINT (-97.74686601697789 30.273401777588724),5962,24681,500 W 10TH ST,Ulmus crassifolia,Cedar Elm,9,23,Good,ROW,,3112985.19533,10072663.3838
POINT (-97.74733499212215 30.273538112010478),5963,24682,600 W 10TH ST,Taxodium distichum,Bald Cypress,5,23,Good,ROW,,3112836.04044,10072709.5123
POINT (-97.74726985396846 30.27351959972074),5964,24683,600 W 10TH ST,Taxodium distichum,Bald Cypress,5,23,Good,ROW,,3112856.75365,10072703.2593
POINT (-97.74718134320676 30.273495241344293),5965,24684,600 W 10TH ST,Taxodium distichum,Bald Cypress,5,23,Good,ROW,,3112884.89238,10072695.0523
POINT (-97.74782970577907 30.273669755714934),5966,24685,600 W 10TH ST,Quercus fusiformis,Escarpment Live Oak,24,38,Good,ROW,,3112678.80289,10072753.7471
POINT (-97.74747787257517 30.273590002444557),5967,24686,600 W 10TH ST,Taxodium distichum,Bald Cypress,4,23,Good,ROW,,3112790.51068,10072727.3308
POINT (-97.74745292022999 30.273573813515345),5968,24687,600 W 10TH ST,Taxodium distichum,Bald Cypress,3,8,Good,ROW,,3112798.52214,10072721.6277
POINT (-97.74741236341174 30.273562246381832),5969,24688,600 W 10TH ST,Taxodium distichum,Bald Cypress,3,8,Good,ROW,,3112811.4191,10072717.7196
POINT (-97.74737431038794 30.273549654173824),5970,24689,600 W 10TH ST,Taxodium distichum,Bald Cypress,4,23,Good,ROW,,3112823.53456,10072713.4204
POINT (-97.74710347659413 30.273770783156966),5971,24690,1003 RIO GRANDE ST,Carya illinoinensis,Pecan,23,23,Dead,Private,,3112907.13643,10072795.8084
POINT (-97.74721392806559 30.27380730038502),5972,24691,1003 RIO GRANDE ST,Quercus fusiformis,Escarpment Live Oak,33,38,Fair,Private,,3112871.97082,10072808.2752
POINT (-97.74733647276528 30.27390655317969),5973,24692,1003 RIO GRANDE ST,Quercus fusiformis,Escarpment Live Oak,22,38,Fair,Private,,3112832.45843,10072843.4635
POINT (-97.7483275027342 30.273814226900708),5974,24693,700 W 10TH ST,Carya illinoinensis,Pecan,15,38,Fair,ROW,,3112520.48431,10072802.624
POINT (-97.74842903196881 30.273838041300248),5975,24694,700 W 10TH ST,Carya illinoinensis,Pecan,19,38,Fair,ROW,,3112488.24192,10072810.538
POINT (-97.74865311723158 30.27389818624839),5976,24695,700 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),8,23,Fair,ROW,,3112417.01569,10072830.7627
POINT (-97.74873081996817 30.273921262638062),5977,24696,700 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),17,23,Good,ROW,,3112392.29887,10072838.5832
POINT (-97.7487499119276 30.27392500352848),5978,24697,700 W 10TH ST,Quercus virginiana,Southern Live Oak,3,8,Good,ROW,,3112386.24213,10072839.8034
POINT (-97.74876828935137 30.273932756247177),5979,24698,700 W 10TH ST,Quercus virginiana,Southern Live Oak,19,38,Good,ROW,,3112380.37698,10072842.4874
POINT (-97.74926460631896 30.274112770463976),5980,24699,1000 WEST AVE,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),9,8,Fair,ROW,,3112222.22605,10072904.2996
POINT (-97.74929985774979 30.274126228700087),5981,24700,1000 WEST AVE,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),9,8,Fair,ROW,,3112210.98756,10072908.9345
POINT (-97.74934682378611 30.274111438976167),5982,24701,800 W 10TH ST,Quercus virginiana,Southern Live Oak,14,23,Fair,ROW,,3112196.29074,10072903.2127
POINT (-97.74937480881123 30.27409248928631),5983,24702,800 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Poor,ROW,,3112187.61917,10072896.1175
POINT (-97.74939519626209 30.274118171343932),5984,24703,800 W 10TH ST,Quercus virginiana,Southern Live Oak,12,23,Fair,ROW,,3112180.96826,10072905.3058
POINT (-97.74942798417254 30.274138142589177),5985,24704,800 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),3,8,Poor,ROW,,3112170.45221,10072912.3268
POINT (-97.74945182027476 30.274154726400063),5986,24705,800 W 10TH ST,Quercus virginiana,Southern Live Oak,18,38,Good,ROW,,3112162.78982,10072918.1818
POINT (-97.7458550785953 30.27395987326345),6028,24747,500 W 11TH ST,Ulmus crassifolia,Cedar Elm,8,8,Fair,ROW,,3113299.51327,10072873.7232
POINT (-97.74949126086355 30.274155346638377),5987,24706,800 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Poor,ROW,,3112150.33774,10072918.1182
POINT (-97.74952673807208 30.274165964284617),5988,24707,800 W 10TH ST,Quercus virginiana,Southern Live Oak,10,23,Fair,ROW,,3112139.05201,10072921.7185
POINT (-97.74957264079345 30.274195019411405),5989,24708,800 W 10TH ST,Carya illinoinensis,Pecan,13,38,Poor,ROW,,3112124.32041,10072931.9462
POINT (-97.74956593010313 30.274185465471536),5990,24709,800 W 10TH ST,Quercus virginiana,Southern Live Oak,13,38,Good,ROW,,3112126.51889,10072928.5217
POINT (-97.74961671799366 30.274202749699583),5991,24710,800 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),8,8,Fair,ROW,,3112110.34504,10072934.4337
POINT (-97.74974945841929 30.274257156366662),5992,24711,800 W 10TH ST,Carya illinoinensis,Pecan,15,38,Good,ROW,,3112067.99473,10072953.2424
POINT (-97.7500102016463 30.27432325714033),5993,24712,800 W 10TH ST,Carya illinoinensis,Pecan,20,38,Poor,ROW,,3111985.15008,10072975.3648
POINT (-97.75038960620506 30.274431587619727),5995,24714,800 W 10TH ST,Yucca rostrata,Big Bend Yucca,9,8,Good,ROW,,3111864.50137,10073011.972
POINT (-97.75046027243351 30.274453894884843),5996,24715,800 W 10TH ST,Carya illinoinensis,Pecan,26,53,Fair,ROW,,3111842.01192,10073019.5648
POINT (-97.75059999715478 30.274504243747796),5997,24716,800 W 10TH ST,Quercus virginiana,Southern Live Oak,19,38,Fair,ROW,,3111797.49199,10073036.8473
POINT (-97.75072571621044 30.274545856155175),5998,24717,800 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3111757.46583,10073051.0559
POINT (-97.7508472668424 30.274591187792627),5999,24718,800 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3111718.72378,10073066.6474
POINT (-97.7511337209607 30.274698885246746),6000,24719,800 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3111627.41458,10073103.7064
POINT (-97.75121592939557 30.274730595159383),6001,24720,800 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3111601.20334,10073114.6335
POINT (-97.75183161205709 30.2747600677993),6002,24721,800 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3111406.65583,10073120.8392
POINT (-97.7519989477219 30.27481613905583),6003,24722,800 W 10TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3111353.37444,10073140.0006
POINT (-97.7506244953635 30.27434329983825),6004,24723,800 W 10TH ST,Quercus fusiformis,Escarpment Live Oak,44,23,Critical,ROW,,3111791.11963,10072978.1499
POINT (-97.74981238923624 30.274455026175577),6005,24724,806 W 10 ST,Carya illinoinensis,Pecan,21,53,Good,Private,,3112046.46361,10073024.7249
POINT (-97.75003607065024 30.274408786331204),6006,24725,808 W 10 ST,Carya illinoinensis,Pecan,25,53,Good,Private,,3111976.26395,10073006.2728
POINT (-97.74989460013636 30.274549631019767),6007,24726,808 W 10 ST,Carya illinoinensis,Pecan,35,53,Fair,Private,,3112019.72022,10073058.5198
POINT (-97.75000668767443 30.274581372923887),6008,24727,808 W 10 ST,Carya illinoinensis,Pecan,26,53,Good,Private,,3111984.07922,10073069.2392
POINT (-97.7500880820738 30.274628257154426),6009,24728,810 W 10 ST,Carya illinoinensis,Pecan,27,38,Fair,Private,,3111957.99659,10073085.6893
POINT (-97.75019185910904 30.274445732183892),6010,24729,810 W 10 ST,Carya illinoinensis,Pecan,28,53,Fair,Private,,3111926.78767,10073018.5642
POINT (-97.7501475380372 30.274632196144697),6011,24730,810 W 10 ST,Carya illinoinensis,Pecan,23,53,Cannot Be Determined,Private,,3111939.20004,10073086.6857
POINT (-97.75020501446005 30.274650864708025),6012,24731,812 W 10 ST,Carya illinoinensis,Pecan,23,53,Cannot Be Determined,Private,,3111920.90382,10073093.0522
POINT (-97.75040638033384 30.274751128588125),6013,24732,814 W 10 ST,Quercus fusiformis,Escarpment Live Oak,20,38,Fair,Private,,3111856.50959,10073128.0315
POINT (-97.75088772334864 30.27479299578096),6014,24733,820 W 10 ST,Quercus fusiformis,Escarpment Live Oak,28,38,Good,Private,,3111704.25268,10073139.7266
POINT (-97.75157371223023 30.27510137773625),6015,24734,900 W 10 ST,Carya illinoinensis,Pecan,29,60,Good,Private,,3111485.16388,10073246.8258
POINT (-97.75170048390173 30.275093371746777),6016,24735,900 W 10 ST,Ulmus americana,American Elm,23,38,Dead,Private,,3111445.22465,10073242.9863
POINT (-97.74479890114348 30.273891780825057),6017,24736,1100 GUADALUPE ST,Carya illinoinensis,Pecan,31,53,Fair,Private,,3113633.40302,10072856.7213
POINT (-97.74490038267882 30.273906181141847),6018,24737,400 W 11TH ST,Carya illinoinensis,Pecan,20,53,Fair,ROW,,3113601.25512,10072861.2118
POINT (-97.74506066134434 30.273928522143883),6019,24738,400 W 11TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3113550.48455,10072868.1576
POINT (-97.74516813533684 30.273994141965435),6020,24739,408 W 11 ST,Quercus fusiformis,Escarpment Live Oak,25,53,Good,Private,,3113516.01218,10072891.2271
POINT (-97.74495741753273 30.274151107030676),6021,24740,408 W 11 ST,Carya illinoinensis,Pecan,23,53,Good,Private,,3113581.18331,10072949.8458
POINT (-97.74512135920759 30.273768667621695),6022,24741,400 W 11TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113532.68176,10072809.5902
POINT (-97.74507734874264 30.27375455125597),6023,24742,400 W 11TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113546.69027,10072804.7808
POINT (-97.7453310582377 30.273807492467583),6024,24743,400 W 11TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113466.17534,10072822.1666
POINT (-97.74544802019396 30.273840556816925),6025,24744,400 W 11TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113428.98414,10072833.3296
POINT (-97.74553538498208 30.273861821681223),6026,24745,1000 SAN ANTONIO ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113401.23321,10072840.4198
POINT (-97.7458104325389 30.273946811788406),6027,24746,500 W 11TH ST,Ulmus crassifolia,Cedar Elm,15,23,Poor,ROW,,3113313.71337,10072869.302
POINT (-97.74590441965279 30.273976420522807),6029,24748,500 W 11TH ST,Ulmus crassifolia,Cedar Elm,9,23,Fair,ROW,,3113283.80201,10072879.3774
POINT (-97.74595385250652 30.273989582228186),6030,24749,500 W 11TH ST,Ulmus crassifolia,Cedar Elm,11,23,Fair,ROW,,3113268.09043,10072883.8
POINT (-97.74601816247277 30.274006881057346),6031,24750,500 W 11TH ST,Ulmus crassifolia,Cedar Elm,15,23,Fair,ROW,,3113247.64887,10072889.6176
POINT (-97.74606486014054 30.274019694231487),6032,24751,500 W 11TH ST,Ulmus crassifolia,Cedar Elm,6,23,Good,ROW,,3113232.80343,10072893.9335
POINT (-97.74625478870517 30.27407462308108),6033,24752,500 W 11TH ST,Ulmus crassifolia,Cedar Elm,10,23,Good,ROW,,3113172.40033,10072912.5109
POINT (-97.7463211315865 30.274091830155385),6034,24753,500 W 11TH ST,Ulmus crassifolia,Cedar Elm,8,23,Good,ROW,,3113151.31803,10072918.2802
POINT (-97.74652327836988 30.27415372410399),6035,24754,500 W 11TH ST,Ulmus crassifolia,Cedar Elm,7,23,Good,ROW,,3113087.00024,10072939.3005
POINT (-97.74657904562027 30.274171467393963),6036,24755,500 W 11TH ST,Ulmus crassifolia,Cedar Elm,7,23,Fair,ROW,,3113069.25093,10072945.3425
POINT (-97.74709962375448 30.274319065123144),6037,24756,600 W 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),4,8,Fair,ROW,,3112903.71681,10072995.1872
POINT (-97.74717573771615 30.27433795962324),6038,24757,600 W 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),6,8,Fair,ROW,,3112879.53674,10073001.4986
POINT (-97.74727306251013 30.27436167834868),6039,24758,600 W 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),8,8,Fair,ROW,,3112848.62211,10073009.4083
POINT (-97.74732885982672 30.27438199539011),6040,24759,600 W 11TH ST,Cercis canadensis,Eastern Redbud,4,8,Good,ROW,,3112830.84163,10073016.386
POINT (-97.74742249171689 30.274406384807488),6041,24760,600 W 11TH ST,Pyrus calleryana 'Bradford',Bradford Pear,5,8,Fair,ROW,,3112801.08677,10073024.5668
POINT (-97.74752252881578 30.274432826297524),6042,24761,600 W 11TH ST,Cercis canadensis,Eastern Redbud,3,8,Good,ROW,,3112769.2932,10073033.4467
POINT (-97.74760082794135 30.27445988119221),6043,24762,600 W 11TH ST,Pyrus calleryana 'Bradford',Bradford Pear,4,8,Good,ROW,,3112744.3546,10073042.7091
POINT (-97.7476717903928 30.274476114208348),6044,24763,600 W 11TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112721.82282,10073048.0907
POINT (-97.74692090202214 30.274244006935845),6045,24764,601 W 11 ST,Carya illinoinensis,Pecan,29,23,Fair,Private,,3112960.75312,10072969.2083
POINT (-97.74689289257864 30.274173283680412),6046,24765,601 W 11 ST,Carya illinoinensis,Pecan,27,53,Fair,Private,,3112970.19044,10072943.6995
POINT (-97.74693043396461 30.274078133423075),6047,24766,601 W 11 ST,Carya illinoinensis,Pecan,29,53,Fair,Private,,3112959.14748,10072908.8282
POINT (-97.74700481193351 30.273936676802165),6048,24767,601 W 11 ST,Carya illinoinensis,Pecan,19,38,Fair,Private,,3112936.87095,10072856.8499
POINT (-97.74721994620344 30.273805325705393),6049,24768,1003 RIO GRANDE ST,Quercus fusiformis,Escarpment Live Oak,23,23,Poor,Private,,3112870.08827,10072807.5131
POINT (-97.74772326384036 30.27434727714113),6050,24769,601 W 11 ST,Quercus fusiformis,Escarpment Live Oak,35,38,Good,Private,,3112706.66767,10073000.869
POINT (-97.74768389074349 30.274173197157772),6051,24770,601 W 11 ST,Quercus fusiformis,Escarpment Live Oak,35,38,Cannot Be Determined,Private,,3112720.56462,10072937.8639
POINT (-97.74762492137741 30.274145593024915),6052,24771,601 W 11 ST,Quercus fusiformis,Escarpment Live Oak,39,53,Cannot Be Determined,Private,,3112739.40776,10072928.2599
POINT (-97.74820650450258 30.27466322097322),6053,24772,700 W 11TH ST,Celtis laevigata,Sugarberry,21,23,Fair,ROW,,3112551.49475,10073112.1985
POINT (-97.74865951968131 30.27478493354059),6054,24773,700 W 11TH ST,Carya illinoinensis,Pecan,21,53,Good,ROW,,3112407.50258,10073153.1295
POINT (-97.7487528405485 30.2748088121925),6055,24774,700 W 11TH ST,Triadica sebifera,Chinese Tallow,12,38,Poor,ROW,,3112377.85041,10073161.1272
POINT (-97.7490037210735 30.274865116070497),6056,24775,800 W 11TH ST,Carya illinoinensis,Pecan,20,38,Fair,ROW,,3112298.20129,10073179.759
POINT (-97.74899751970757 30.274889894697797),6057,24776,800 W 11TH ST,Ligustrum japonicum,Japanese Privet,8,8,Good,ROW,,3112299.94899,10073188.8138
POINT (-97.74900723171618 30.274889392156314),6058,24777,800 W 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),8,8,Fair,ROW,,3112296.8883,10073188.5599
POINT (-97.74903681929712 30.27490154063188),6059,24778,800 W 11TH ST,Ligustrum japonicum,Japanese Privet,5,8,Good,ROW,,3112287.44836,10073192.76
POINT (-97.74908432440542 30.274916920792737),6060,24779,800 W 11TH ST,Ligustrum japonicum,Japanese Privet,8,8,Good,ROW,,3112272.32667,10073198.0038
POINT (-97.7491391719924 30.27493274046586),6061,24780,800 W 11TH ST,Ligustrum japonicum,Japanese Privet,8,8,Good,ROW,,3112254.88412,10073203.3535
POINT (-97.74918267043344 30.274944587433595),6062,24781,800 W 11TH ST,Ligustrum japonicum,Japanese Privet,4,8,Good,ROW,,3112241.05672,10073207.342
POINT (-97.74906885743123 30.274900401026798),6063,24782,1008 WEST AVE,Carya illinoinensis,Pecan,23,53,Good,Private,,3112277.34733,10073192.1107
POINT (-97.74933361509332 30.274999700910836),6064,24783,800 W 11TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112192.95577,10073226.274
POINT (-97.74949846149975 30.275040138229098),6065,24784,800 W 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),16,23,Good,ROW,,3112140.5917,10073239.7681
POINT (-97.74957346898411 30.27506475327329),6066,24785,800 W 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),18,23,Good,ROW,,3112116.71281,10073248.168
POINT (-97.74991057204835 30.275157501476258),6067,24786,800 W 11TH ST,Prunus caroliniana,Carolina Laurel Cherry,4,23,Poor,ROW,,3112009.54603,10073279.4193
POINT (-97.7499998432208 30.27518483744375),6068,24787,800 W 11TH ST,Ulmus crassifolia,Cedar Elm,19,38,Good,ROW,,3111981.14287,10073288.704
POINT (-97.74533246425987 30.275316743322854),6151,24870,500 W 12TH ST,Carya illinoinensis,Pecan,19,38,Poor,ROW,,3113452.96276,10073370.9066
POINT (-97.75011965094455 30.27521738546062),6069,24788,800 W 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),10,23,Fair,ROW,,3111943.05896,10073299.66
